id,title,info
14442,Ella Enchanted,"ella lives in a magical world in which each child  at the moment of their birth  is given a virtuous ""gift"" from a fairy godmother. ellas so-called gift  however  is obedience. this birthright proves itself to be quite the curse once ella finds herself in the hands of several unscrupulous characters whom she quite literally cannot disobey. determined to gain control of her life and decisions  ella sets off on a journey to find her fairy godmother who she hopes will lift the curse. the path  however  isnt easy -- ella must outwit a slew of unpleasant obstacles including ogres  giants  wicked stepsisters  elves and prince charmonts evil uncle  who wants to take over the crown and rule the kingdom. ""tommyohaver"" family fantasy comedy elves basedonnovel magic fairy prince fairytale spell fantasyworld giant ogre obedience fairygodmother elf world2000entertainment enchantedproductions annehathaway hughdancy caryelwes release in the year 2004 lang en mediumLength"
321741,Concussion,a dramatic thriller based on the incredible true david vs. goliath story of american immigrant dr. bennet omalu  the brilliant forensic neuropathologist who made the first discovery of cte  a football-related brain trauma  in a pro player and fought for the truth to be known. omalus emotional quest puts him at dangerous odds with one of the most powerful institutions in the world. peterlandesman drama americanfootball concussion biography professionalsports braindamage sportsinjury nfl medicaldrama humanbrain columbiapictures villageroadshowpictures scottfreeproductions lstarcapital thecantilloncompany theshumancompany willsmith alecbaldwin albertbrooks release in the year 2015 lang en mediumLength
59965,Abduction,a young man sets out to uncover the truth about his life after finding his baby photo on a missing persons website. johnsingleton thriller action mystery cia airport hero fight kidnapping timebomb training webcam website party ontherun hospital train teenager lionsgatefilms vertigoentertainment gothamgroup tailormade mangofarms quicksixentertainment taylorlautner lilycollins alfredmolina release in the year 2011 lang en mediumLength
14175,Valiant,the animated comedy tells the story of a lowly wood pigeon named valiant  who overcomes his small size to become a hero in great britains royal air force homing pigeon service during world war ii. the rhps advanced the allied cause by flying vital messages about enemy movements across the english channel  whilst evading brutal attacks by the enemys falcon brigade. garychapman animation family adventure animation animal 3d vanguardfilms scanbox ewanmcgregor rickygervais timcurry release in the year 2005 lang en mediumLength
11004,Wonder Boys,"grady michael douglas is a 50-ish english professor who hasnt had a thing published in years -- not since he wrote his award winning ""great american novel"" 7 years ago. this weekend proves even worse than he could imagine as he finds himself reeling from one misadventure to another in the company of a new wonder boy author. curtishanson comedy drama adultery robbery basedonnovel professor college police party liar marijuana writer university drug dog paramountpictures scottrudinproductions toho-towa mutualfilmcompany britishbroadcastingcorporationbbc marubeni curtishansonproductions mfffeaturefilmproductions michaeldouglas tobeymaguire francesmcdormand release in the year 2000 lang en mediumLength"
11918,Superhero Movie,the team behind scary movie takes on the comic book genre in this tale of rick riker  a nerdy teen imbued with superpowers by a radioactive dragonfly. and because every hero needs a nemesis  enter lou landers  aka the villainously goofy hourglass. craigmazin action comedy sciencefiction antihero highschool dragonfly superhero radioactive duringcreditsstinger dimensionfilms drakebell sarapaxton leslienielsen release in the year 2008 lang en mediumLength
98357,Broken City,in a broken city rife with injustice  ex-cop billy taggart seeks redemption and revenge after being double-crossed and then framed by its most powerful figure  the mayor. billys relentless pursuit of justice  matched only by his streetwise toughness  makes him an unstoppable force - and the mayors worst nightmare. allenhughes thriller crime drama mayor investigation politics ex-cop revenge doublecrossed privatedetective regencyenterprises infernointernational 1984privatedefensecontractors closesttotheholeproductions newregencypictures emmett/furlafilms envisionentertainmentcorporation blackbearpictures leveragecommunications markwahlberg russellcrowe catherinezeta-jones release in the year 2013 lang en mediumLength
10012,Cursed,a werewolf loose in los angeles changes the lives of three young adults  who  after being mauled by the beast  learn they must kill their attacker if they hope to change their fate to avoid becoming werewolves too. wescraven horror comedy brothersisterrelationship bite transformation supernaturalpowers werewolf craven-maddalenafilms outerbanksentertainment dimensionfilms kalisproductionsgmbh&co.zweitekg portiaderossi christinaricci jesseeisenberg release in the year 2005 lang en mediumLength
49526,Premium Rush,in manhattan  a bike messenger picks up an envelope that attracts the interest of a dirty cop  who pursues the cyclist throughout the city. davidkoepp crime action thriller newyork dirtycop bicyclecourier duringcreditsstinger raceagainsttheclock cyclist bikemessenger pariahentertainmentgroup josephgordon-levitt michaelshannon daniaramirez release in the year 2012 lang en mediumLength
268920,Hot Pursuit,an uptight by-the-book cop must protect the widow of a drug boss from crooked cops and gunmen. annefletcher action comedy crime texas prisoner cop drugcartel ontherun policeofficer prisonerontherun womandirector newlinecinema warnerbros. metro-goldwyn-mayermgm pacificstandard reesewitherspoon sofíavergara michaelmosley release in the year 2015 lang en mediumLength
9093,The Four Feathers,the story  set in 1875  follows a british officer heath ledger who resigns his post when he learns of his regiments plan to ship out to the sudan for the conflict with the mahdi. his friends and fiancée send him four white feathers which symbolize cowardice. to redeem his honor he disguises himself as an arab and secretly saves the lives of those who branded him a coward. shekharkapur war adventure drama romance islam sex loyalty bravery army revenge honor murder escape soldier battle church violence britain slave colonialism military imperialism paramountpictures miramaxfilms martykatzproductions jaffilmsinc. dunefilms belhavenlimited heathledger wesbentley katehudson release in the year 2002 lang en mediumLength
119283,Parker,a thief with a unique code of professional ethics is double-crossed by his crew and left for dead. assuming a new disguise and forming an unlikely alliance with a woman on the inside  he looks to hijack the score of the crews latest heist. taylorhackford action crime professionalthief jewelrobbery snd jasonstatham jenniferlopez nicknolte release in the year 2013 lang en mediumLength
11823,Wimbledon,a pro tennis player has lost his ambition and has fallen in rank to 119. fortunately for him  he meets a young player on the womens circuit who helps him recapture his focus for wimbledon. richardloncraine comedy romance tennis newlove tennisplayer australia wimbledon universalpictures kirstendunst paulbettany samneill release in the year 2004 lang en mediumLength
35169,Furry Vengeance,when real estate developer dan sanders finalizes plans to level a swath of pristine oregon forest to make way for a soulless housing subdivision  a band of woodland creatures rises up to throw a monkey wrench into the greedy scheme. just how much mischief from the furry critters can the businessman take before he calls it quits? rogerkumble comedy bear animal aftercreditsstinger duringcreditsstinger realestate landdeveloper realestatedeveloper summitentertainment robertsimondsproductions participantmedia imagenationabudhabifz furryvengeanceproductions brendanfraser kenjeong brookeshields release in the year 2010 lang en mediumLength
118957,Bait,a freak tsunami traps shoppers at a coastal australian supermarket inside the building ... along with a 12-foot great white shark. kimblerendall action horror thriller drowning supermarket sharkattack australian flooding australia tsunami gore shark flood 3d picturesinparadise screenaustralia mediadevelopmentauthoritymda screenqueensland baitproductions storybridgefilms blackmagicdesignfilms sharnivinson phoebetonkin julianmcmahon release in the year 2012 lang en mediumLength
849,Krull,a prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet. peteryates fantasy action adventure kingdom lightsaber cultfavorite deadbody magicalobject fortress doppelganger cyclops changeling columbiapicturescorporation barclaysmercantileindustrialfinance kenmarshall lysetteanthony francescaannis release in the year 1983 lang en mediumLength
4515,Lions for Lambs,three stories told simultaneous in ninety minutes of real time: a republican senator whos a presidential hopeful gives an hour-long interview to a skeptical television reporter  detailing a strategy for victory in afghanistan; two special forces ambushed on an afghani ridge await rescue as taliban forces close in; a poli-sci professor at a california college invites a student to re-engage. robertredford action adventure drama history journalist terrorist waragainstterror externallycontrolledaction manipulation propaganda manipulationofthemedia future afghanistan politicalnegotiations war past warinafghanistan cruise/wagnerproductions unitedartists wildwoodenterprises andellentertainment metro-goldwyn-mayermgm bratnapontproductions robertredford merylstreep tomcruise release in the year 2007 lang en mediumLength
18886,Flight of the Intruder,u.s. navy pilot lt. jake grafton and his bombardier buddy  lt. cmdr. virgil cole  are two soldiers embedded in the vietnam war growing frustrated by the militarys constraints on their missions. despite the best efforts of their commanding officer  cmdr. frank camparelli  to re-engage them  this disillusioned pair decide to take the war effort into their own hands with an explosive battle plan that could well get them court-martialed. johnmilius action adventure drama thriller bomber vietnamwar u.s.navy aviation combat bombing paramountpictures dannyglover willemdafoe bradjohnson release in the year 1991 lang en mediumLength
6575,Walk Hard: The Dewey Cox Story,singer dewey cox overcomes adversity to become a musical legend. jakekasdan comedy music musicrecord rockandroll pop hip-hop fabfour blues popstar rapper recordproducer rock music musicinstrument wedding extramaritalaffair aftercreditsstinger columbiapicturescorporation apatowproductions johnc.reilly jennafischer timmeadows release in the year 2007 lang en mediumLength
6440,The Shipping News,an emotionally-beaten man with his young daughter moves to his ancestral home in newfoundland to reclaim his life. lassehallström drama romance sex adultery basedonnovel fishing isolation kidnapping newfoundland survival reporter drunk miramaxfilms kevinspacey juliannemoore cateblanchett release in the year 2001 lang en mediumLength
13496,American Outlaws,when a midwest town learns that a corrupt railroad baron has captured the deeds to their homesteads without their knowledge  a group of young ranchers join forces to take back what is rightfully theirs. they will become the object of the biggest manhunt in the history of the old west and  as their fame grows  so will the legend of their leader  a young outlaw by the name of jessie james. lesmayfield action western sheriff horse outlaw jessejames coleyounger morgancreekproductions colinfarrell scottcaan alilarter release in the year 2001 lang en mediumLength
18320,The Young Victoria,from academy award® winners graham king and martin scorsese  along with the makers of gosford park and the departed  comes the story of queen victoria’s early rise to power. from an object of a royal power-struggle to her romantic courtship and legendary marriage to prince albert  emily blunt the devil wears prada gives a stunning performance as the young victoria. packed with drama  romance  breath-taking cinematography  lavish costumes and featuring an outstanding british cast including jim broadbent  harriet walter  mark strong  paul bettany  miranda richardson  and rupert friend  the young victoria has captivated british audiences  and is the film that company magazine called “an epic british film  which will sweep you up in her remarkable story.” jean-marcvallée drama history romance royalfamily biography royalty perioddrama queenvictoria princealbert 19thcentury britishmonarchy gkfilms emilyblunt jimbroadbent markstrong release in the year 2009 lang en mediumLength
22787,Whiteout,the only u.s. marshal assigned to antarctica  carrie stetko will soon leave the harsh environment behind for good – in three days  the sun will set and the amundsen-scott research station will shut down for the long winter. when a body is discovered out on the open ice  carries investigation into the continents first homicide plunges her deep into a mystery that may cost her her own life. dominicsena action crime mystery thriller airplane basedoncomicbook corpse stich studiocanal darkcastleentertainment doncarmodyproductions warnerbros. canadianfilmorvideoproductiontaxcreditcptc ontariomediadevelopmentcorporationomdc manitobafilmandvideoproductiontaxcredit mcmurdocanadaproductions katebeckinsale gabrielmacht tomskerritt release in the year 2009 lang en mediumLength
8967,The Tree of Life,the impressionistic story of a texas family in the 1950s. the film follows the life journey of the eldest son  jack  through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. jack finds himself a lost soul in the modern world  seeking answers to the origins and meaning of life while questioning the existence of faith. terrencemalick drama fantasy philosophy fathersonrelationship redhair brothersisterrelationship sun telegram tree meteor afterlife deathofachild independentfilm spirituality outerspace dinosaur voiceover verylittledialogue tarkovskyesque foxsearchlightpictures planbentertainment riverroadentertainment bradpitt seanpenn jessicachastain release in the year 2011 lang en mediumLength
37498,Knock Off,"marcus ray jean-claude van damme  a sales representative for ""v six"" jeans  and his partner  tommy hendricks rob schneider  are about to be busted for selling ""knock off"" jeans. their american contact  karan leigh  who by the way is not only their employer but a cia agent sent to find the mole in their operation  is threatening them with a jail term if they do not prove their innocence. tsuihark action adventure thriller parkinggarage freighter fundraiser tristarpictures filmworkshop mdpworldwide knockfilmsa.v.v. ""valdoroentertainment"" jean-claudevandamme lelarochon paulsorvino release in the year 1998 lang en mediumLength"
144336,Sabotage,"in ""sabotage""  arnold schwarzenegger leads an elite dea task force that takes on the worlds deadliest drug cartels. when the team successfully executes a high-stakes raid on a cartel safe house  they think their work is done - until  one-by-one  the team members mysteriously start to be eliminated. as the body count rises  everyone is a suspect. davidayer action drama thriller crime drugcartel dea openroadfilms qedinternational alberts.ruddyproductions cravefilms rothfilms arnoldschwarzenegger samworthington mireilleenos release in the year 2014 lang en mediumLength"
9616,The Order,for centuries  a secret order of priests has existed within the church. a renegade priest  father alex bernier  is sent to rome to investigate the mysterious death of one of the orders most revered members. following a series of strangely similar killings  bernier launches an investigation that forces him to confront unimaginable evil. brianhelgeland drama fantasy horror mystery romance thriller riddle rome vatican secretorganization investigation sin repentance priest psychologicalthriller violence catholicchurch sineater mentorprotégérelationship referencetogod suspiciousdeath twentiethcenturyfoxfilmcorporation n1europeanfilmproduktionsgmbh&co.kg baumgartenmerimsproductions heathledger shannynsossamon bennofürmann release in the year 2003 lang en mediumLength
13056,Punisher: War Zone,"waging his one-man war on the world of organized crime  ruthless vigilante-hero frank castle sets his sights on overeager mob boss billy russoti. after russoti is left horribly disfigured by castle  he sets out for vengeance under his new alias: jigsaw. with the ""punisher task force"" hot on his trail and the fbi unable to take jigsaw in  frank must stand up to the formidable army that jigsaw has recruited before more of his evil deeds go unpunished. lexialexander action crime brokenneck fbiagent wallsafe trashedhouse aerialshot militarydressuniform vanity flare womandirector lionsgate mhfzweiteacademyfilm marvelknights valhallamotionpictures sgfentertainment museentertainment raystevenson dominicwest juliebenz release in the year 2008 lang en mediumLength"
14113,Zoom,"jack shepard is an out-of-shape auto shop owner  far removed from the man who once protected the worlds freedom. reluctantly called back into action by the government  jack is tasked with turning a rag tag group of kids with special powers into a new generation of superheroes to save the world from certain destruction. based on jason lethcoes graphic novel ""zooms academy for the super gifted"". peterhewitt family fantasy comedy superhero kidsandfamily columbiapictures revolutionstudios timallen courteneycox chevychase release in the year 2006 lang en mediumLength"
285783,The Walk,the story of french high-wire artist philippe petits attempt to cross the twin towers of the world trade center in 1974. robertzemeckis adventure drama thriller 1970s skyscraper basedontruestory tightrope planning worldtradecenter tristarpictures sonypicturesentertainment imagemovers josephgordon-levitt benkingsley charlottelebon release in the year 2015 lang en mediumLength
49478,Warriors of Virtue,a young man  ryan  suffering from a disability  wishes to join the other kids from his schools football team. during an initiation rite  ryan is swept away through a whirlpool to the land of tao. there he is hunted by the evil lord komodo  who desires the boy as a key to enter the real world. ryan is rescued by the protectors of tao  five humanoid kangaroos  each embued with the five elements and virtues. ryan learns his valuable lesson while saving the land of tao. ronnyyu fantasy family action americanfootball mythology chinesefood kangaroo chinafilmco-productioncorporation metro-goldwyn-mayermgm lawbrothersentertainment ijlcreations angusmacfadyen marioyedidia marleyshelton release in the year 1997 lang en mediumLength
9726,A Good Year,failed london banker max skinner inherits his uncles vineyard in provence  where he spent many childhood holidays. upon his arrival  he meets a woman from california who tells max she is his long-lost cousin and that the property is hers. ridleyscott comedy drama romance provence winecellar vineyard winegarden wine winegrower fox2000pictures scottfreeproductions russellcrowe marioncotillard albertfinney release in the year 2006 lang en mediumLength
20763,Radio Flyer,"a father reminisces about his childhood when he and his younger brother moved to a new town with their mother  her new husband and their dog  shane. when the younger brother is subjected to physical abuse at the hands of their brutal stepfather  mike decides to convert their toy trolley  the ""radio flyer""  into a plane to fly him to safety. richarddonner drama stepfather physicalabuse abuse columbiapictures stonebridgeentertainment donner/shuler-donnerproductions elijahwood lorrainebracco adambaldwin release in the year 1992 lang en mediumLength"
9702,Bound by Honor,"based on the true life experiences of poet jimmy santiago baca  the film focuses on half-brothers paco and cruz  and their bi-racial cousin miklo. it opens in 1972  as the three are members of an east l.a. gang known as the ""vatos locos""  and the story focuses on how a violent crime and the influence of narcotics alter their lives. miklo is incarcerated and sent to san quentin  where he makes a ""home"" for himself. cruz becomes an exceptional artist  but a heroin addiction overcomes him with tragic results. paco becomes a cop and an enemy to his ""carnal""  miklo. taylorhackford action crime drama thriller juvenileprison artist jail eastl.a. hood gang youthgang racism drug mexicanamerican barrio policeshootout cholo lowrider hollywoodpictures damianchapa jesseborrego benjaminbratt release in the year 1993 lang en longMovie"
9311,Smilla's Sense of Snow,smilla jaspersen  half danish  half greenlander  attempts to understand the death of a small boy who falls from the roof of her apartment building. suspecting wrongdoing  smilla uncovers a trail of clues leading towards a secretive corporation that has made several mysterious expeditions to greenland. scenes from the film were shot in copenhagen and western greenland. the film was entered into the 47th berlin international film festival  where director bille august was nominated for the golden bear. billeaugust action crime drama mystery thriller copenhagen inuit comet arctic snow foxsearchlightpictures bavariafilm juliaormond gabrielbyrne richardharris release in the year 1997 lang en mediumLength
9280,Femme Fatale,a woman tries to straighten out her life  even as her past as a con-woman comes back to haunt her. briandepalma thriller crime romance paris france newidentity paparazzi cannes epsilonmotionpictures quintacommunications rebeccaromijn antoniobanderas petercoyote release in the year 2002 lang en mediumLength
26843,Lion of the Desert,this movie tells the story of omar mukhtar  an arab muslim rebel who fought against the italian conquest of libya in wwii. it gives western viewers a glimpse into this little-known region and chapter of history  and exposes the savage means by which the conquering army attempted to subdue the natives. moustaphaakkad action history war italy middleeast resistance worldwarii libya benitomussolini basedontruestory guerrillawarfare falconinternationalproductions anthonyquinn rodsteiger oliverreed release in the year 1981 lang en longMovie
11876,The Horseman on the Roof,in a time of war and disease  a young officer gallantly tries to help a young woman find her husband. jean-paulrappeneau war adventure drama romance italian newlove provence horse exile france2cinéma hachettepremière canal+ juliettebinoche oliviermartinez pierrearditi release in the year 1995 lang en mediumLength
22267,Ride with the Devil,ride with the devil follows four people who are fighting for truth and justice amidst the turmoil of the american civil war. director ang lee takes us to a no mans land on the missouri/kansas border where a staunch loyalist  an immigrants son  a freed slave  and a young widow form an unlikely friendship as they learn how to survive in an uncertain time. in a place without rules and redefine the meaning of bravery and honor. anglee drama war romance western civilwar friends bushwhacker raid universalpictures goodmachine tobeymaguire skeetulrich jeffreywright release in the year 1999 lang en mediumLength
45958,Biutiful,this is a story of a man in free fall. on the road to redemption  darkness lights his way. connected with the afterlife  uxbal is a tragic hero and father of two whos sensing the danger of death. he struggles with a tainted reality and a fate that works against him in order to forgive  for love  and forever. alejandrogonzáleziñárritu drama immigrant illegalimmigrant chinese singlefather ikirufilms modproducciones televisiónespañolatve menageatroz televisiódecatalunyatv3 focusfeatures javierbardem maricelálvarez hanaabouchaib release in the year 2010 lang es mediumLength
1969,Bandidas,set in the late 19th century. when a ruthless robber baron takes away everything they cherish  a rough-and-tumble  idealistic peasant and a sophisticated heiress embark on a quest for justice  vengeance…and a few good heists. joachimrønning espensandberg action comedy western crime mexico bankrobber revenge bestfriend bankrobbery bankvault steamlocomotive ultrafilms tf1filmsproduction canal+ tpsstar europacorp a.j.o.z.films penélopecruz salmahayek dwightyoakam release in the year 2006 lang es mediumLength
310706,Black Water Transit,in this action thriller set in post-katrina new orleans  business owner jack vermillion laurence fishburne is struggling to run a legitimate shipping company while bad guy ernest pike karl urban is struggling to get his familys illegal gun collection out of the country. when their paths collide  jack realizes that exposing pike might get him just the sway he needs to persuade law enforcement officials to treat his imprisoned son kindly. tonykaye drama crime  capitolfilms laurencefishburne karlurban brittanysnow release in the year 2009 lang en mediumLength
198663,The Maze Runner,"set in a post-apocalyptic world  young thomas is deposited in a community of boys after his memory is erased  soon learning theyre all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape. wesball action mystery sciencefiction thriller basedonnovel maze post-apocalyptic dystopia escape memoryloss erasedmemory trapped dystopicfuture runner basedonyoungadultnovel ingeniousmedia twentiethcenturyfoxfilmcorporation gothamgroup daydayfilms templehillentertainment tsgentertainment ""dylanobrien"" kihonglee kayascodelario release in the year 2014 lang en mediumLength"
239573,Unfinished Business,a hard-working small business owner and his two associates travel to europe to close the most important deal of their lives.  but what began as a routine business trip goes off the rails in every imaginable – and unimaginable – way  including unplanned stops at a massive sex fetish event and a global economic summit. kenscott comedy europe businesstrip studiobabelsberg regencyenterprises escapeartists newregencypictures vincevaughn davefranco jamesmarsden release in the year 2015 lang en mediumLength
10436,The Age of Innocence,tale of 19th century new york high society in which a young lawyer falls in love with a woman separated from her husband  while he is engaged to the womans cousin. martinscorsese drama romance upperclass newyork lover countess lawyer 19thcentury columbiapictures danielday-lewis michellepfeiffer winonaryder release in the year 1993 lang en mediumLength
1381,The Fountain,"spanning over one thousand years  and three parallel stories  the fountain is a story of love  death  spirituality  and the fragility of our existence in this world. darrenaronofsky drama adventure sciencefiction romance braintumor operation queen ""loveofoneslife"" surgeon tree dyinganddeath transience immortality mayacivilization monkey conquest regencyenterprises warnerbros. museentertainmententerprises protozoapictures newregencypictures hughjackman rachelweisz ellenburstyn release in the year 2006 lang en mediumLength"
2162,Chill Factor,a store clerk and an ice cream truck driver are thrown together when a dying scientist entrusts them with a deadly chemical kept in ice. this chemical will kill every living thing once it melts. they have to take the chemical codenamed elvis to the next nearest military base while being chased by terrorists who want it to hold the country for ransom. hughjohnson action comedy thriller  warnerbros. morgancreekproductions cubagoodingjr. skeetulrich peterfirth release in the year 1999 lang en mediumLength
127493,Stolen,a former thief frantically searches for his missing daughter  who has been kidnapped and locked in the trunk of a taxi. simonwest action crime drama thriller taxidriver thief fbiagent saturnfilms nuimagefilms millenniumfilms nicolascage malinåkerman joshlucas release in the year 2012 lang en mediumLength
12429,Ponyo,the son of a sailor  5-year old sosuke lives a quiet life on an oceanside cliff with his mother lisa. one fateful day  he finds a beautiful goldfish trapped in a bottle on the beach and upon rescuing her  names her ponyo. but she is no ordinary goldfish. the daughter of a masterful wizard and a sea goddess  ponyo uses her fathers magic to transform herself into a young girl and quickly falls in love with sosuke  but the use of such powerful sorcery causes a dangerous imbalance in the world. as the moon steadily draws nearer to the earth and ponyos father sends the oceans mighty waves to find his daughter  the two children embark on an adventure of a lifetime to save the world and fulfill ponyos dreams of becoming human. hayaomiyazaki animation family mother fish cliff father mermaid princess anime studioghibli theyomiurishimbun hakuhododymediapartners mitsubishi lawson waltdisneycompany taikeioffice asahisoftdrinkscompany yurianara hirokidoi georgetokoro release in the year 2008 lang ja mediumLength
228205,The Longest Ride,the lives of a young couple intertwine with a much older man as he reflects back on a lost love while hes trapped in an automobile crash. georgetillman jr. drama romance basedonnovel artstudent cowboy injury bullriding romanticdrama youngadult fox2000pictures templehillentertainment scotteastwood brittrobertson lolitadavidovich release in the year 2015 lang en mediumLength
2900,The Astronaut's Wife,when astronaut spencer armacost returns to earth after a mission that nearly cost him his life  he decides to take a desk job in order to see his beautiful wife  jillian  more often. gradually  jillian notices that spencers personality seems to have changed  but her concerns fade when she discovers that shes pregnant. as jillian grows closer to becoming a mother  her suspicions about spencer return. why does it seem as if hes a different person? randravich drama sciencefiction thriller wifehusbandrelationship spacetravel space mission pregnancy astronaut newlinecinema madchance johnnydepp charlizetheron joemorton release in the year 1999 lang en mediumLength
21311,I Dreamed of Africa,inspired by the true story of indomitable kuki gallmann  the film tells of a beautiful and inquisitive woman who had the courage to escape from her comfortable yet monotonous life in italy to start anew in the african wilderness with her son  emanuele  and her new husband  paolo. gallmann faces great danger there but eventually becomes a celebrated conservationist. hughhudson romance drama adventure africa columbiapictures kimbasinger vincentpérez liamaiken release in the year 2000 lang en mediumLength
77875,Playing for Keeps,a former sports star whos fallen on hard times starts coaching his sons soccer team in an attempt to get his life together. gabrielemuccino comedy romance mother fathersonrelationship field athlete soccer parent penaltykick eviltwins eclecticpictures millenniumfilms gerardbutler jessicabiel umathurman release in the year 2012 lang en mediumLength
192136,Mandela: Long Walk to Freedom,a chronicle of nelson mandelas life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of south africa. justinchadwick drama history prison southafrica apartheid biography nelsonmandela historicalfigure distanthorizons filmafrikaworldwide videovisionentertainment pathe originpictures idriselba naomieharris tonykgoroge release in the year 2013 lang en mediumLength
18254,Reds,a radical american journalist becomes involved with the communist revolution in russia and hopes to bring its spirit and idealism to the united states. warrenbeatty drama history journalist russianrevolution1917 barclaysmercantileindustrialfinance jrsproductions warrenbeatty dianekeaton edwardherrmann release in the year 1981 lang en longMovie
881,A Few Good Men,when cocky military lawyer lt. daniel kaffee and his co-counsel  lt. cmdr. joanne galloway  are assigned to a murder case  they uncover a hazing ritual that could implicate high-ranking officials such as shady col. nathan jessep. robreiner drama suicide underdog suspicionofmurder courtcase navy law dyinganddeath guantanamobay marinecorps militarycourt codered command militarybase u.s.navy sexism rightandjustice basedonplay courtmartial flashback platoonleader militarylaw davidbrownproductions tomcruise jacknicholson demimoore release in the year 1992 lang en mediumLength
10877,Exit Wounds,maverick cop orin boyd always brings down the domestic terrorists he tracks  but he ruffles feathers with his unorthodox techniques -- and soon finds himself reassigned to the toughest district in detroit. when he discovers a group of detectives secretly operating a drug ring  boyd joins forces with an unlikely ally -- gangster latrell walker -- to bring down the rotten cops. andrzejbartkowiak action crime thriller corruption scandal shadowing police villageroadshowpictures npventertainment warnerbros. stevenseagal dmx isaiahwashington release in the year 2001 lang en mediumLength
9600,Big Momma's House,when a street-smart fbi agent is sent to georgia to protect a beautiful single mother and her son from an escaped convict  he is forced to impersonate a crass southern granny known as big momma in order to remain incognito. rajagosnell crime comedy 绝地奶霸 卧底肥妈 big爆任务 超级妈妈 twentiethcenturyfoxfilmcorporation regencyenterprises martinlawrence nialong paulgiamatti release in the year 2000 lang en mediumLength
202575,Thunder and the House of Magic,thunder  an abandoned young cat seeking shelter from a storm  stumbles into the strangest house imaginable  owned by an old magician and inhabited by a dazzling array of automatons and gizmos. not everyone welcomes the new addition to the troupe as jack rabbit and maggie mouse plot to evict thunder. the situation gets worse when the magician lands in hospital and his scheming nephew sees his chance to cash in by selling the mansion. our young hero is determined to earn his place and so he enlists the help of some wacky magicians assistants to protect his magical new home. benstassen jeremydegruson family fantasy animation adventure magic 3d studiocanal nwavepictures illuminatapictures shout!factory briannesiddall joeycamen elisagabrielli release in the year 2013 lang en mediumLength
71469,The Darkest Hour,in moscow  five young people lead the charge against an alien race which has attacked earth via our power supply. chrisgorak horror action thriller sciencefiction alieninvasion americanabroad moscow unlikelyheroes failedbusiness summitentertainment regencyenterprises bazelevsproduction thejacobsoncompany newregencypictures emilehirsch rachaeltaylor oliviathirlby release in the year 2011 lang en mediumLength
85446,Step Up Revolution,emily arrives in miami with aspirations to become a professional dancer. she sparks with sean  the leader of a dance crew whose neighborhood is threatened by emilys fathers development plans. scottspeer music drama romance flashmob danceinstructor realestatedevelopment nike dancecompany summitentertainment kathrynmccormick ryanguzman stephenboss release in the year 2012 lang en mediumLength
326,Snakes on a Plane,america is on the search for the murderer eddie kim. sean jones must fly to l.a. to testify in a hearing against kim. accompanied by fbi agent neville flynn  the flight receives some unexpected visitors. davidr.ellis action crime horror thriller snake suspense fbiagent death animalattack firstclass duringcreditsstinger snakeattack witnesstoacrime plane newlinecinema samuell.jackson juliannamargulies kenanthompson release in the year 2006 lang en mediumLength
10685,The Watcher,fbi agent joel campbell  burnt-out and shell-shocked after years spent chasing serial killers  flees l.a. to begin a new life for himself in chicago. but five months later  joels best laid plans are abruptly cut short when his new hometown becomes the setting for some particularly gruesome murders--murders that could only have been committed by one man: david allen griffin. one of joels most elusive and cunning nemeses  griffin has followed his former pursuer to chicago in order to play a sadistic game of cat and mouse. taunting joel with photographs of his intended victims and leaving his crime scenes meticulously free of clues in order to keep the police at bay  griffin derives as much pleasure out of watching joel react to every movement as watching his victims die. but when griffin moves into joels inner circle  joel must quickly find some way to stop him before someone close to him becomes the next one to die. joecharbanic mystery thriller chicago fbi menace coveredinvestigation stateofemergency investigation suspense serialkiller littlegirl psychiatrist fbiagent psychotherapy universalpictures jamesspader keanureeves marisatomei release in the year 2000 lang en mediumLength
7220,The Punisher,when undercover fbi agent frank castles wife and son are slaughtered  he becomes the punisher -- a ruthless vigilante willing to go to any length to avenge his family. jonathanhensleigh action crime drama chain submachinegun undercover smuggling twinbrother marvelcomic onemanarmy massacre extremeviolence familyreunion pier lionsgatefilms vip3medienfonds valhallamotionpictures marvelenterprises vip2medienfonds thomasjane johntravolta willpatton release in the year 2004 lang en mediumLength
9763,Goal!: The Dream Begins,like millions of kids around the world  santiago harbors the dream of being a professional footballer...however  living in the barrios section of los angeles  he thinks it is only that--a dream. until one day an extraordinary turn of events has him trying out for premiership club newcastle united. dannycannon drama restaurant sport coach athlete newcastleunited computergames touchstonepictures milkshakefilms hargitay&hargitaypicturesinmotion kunobecker alessandronivola annafriel release in the year 2005 lang en mediumLength
72387,Safe,after a former elite agent rescues a 12-year-old chinese girl whos been abducted  they find themselves in the middle of a standoff between triads  the russian mafia and high-level corrupt new york city politicians and police. boazyakin action crime thriller brokentrachea lawrencebenderproductions imglobal automatikentertainment triggerstreetproductions 87eleven jasonstatham chrissarandon jameshong release in the year 2012 lang en mediumLength
